cliente_id,idade,genero,renda,score_credito,compra_semanal,cidade,estado,data_cadastro
CLI_00000333,75,M,14933.61,387.88,290.03,Vilhena,GO,2022-04-01
CLI_00000334,47,M,22055.44,608.66,313.07,Rondonopolis,MS,2021-05-13
CLI_00000335,50,F,13100.04,262.07,133.14,Campo Grande,MT,2024-02-28
CLI_00000336,41,M,16267.82,634.62,222.81,Sao Paulo,SP,2021-03-22
CLI_00000337,25,M,24118.38,341.5,108.95,Campo Grande,SP,2024-12-13
CLI_00000338,58,F,17960.56,671.75,523.25,Goiania,RO,2022-04-26
CLI_00000339,46,M,4789.27,205.36,471.32,Goiania,GO,2023-10-25
CLI_00000340,54,F,15165.67,143.81,156.02,Rondonopolis,SP,2022-12-19
CLI_00000341,59,F,23125.14,583.34,382.48,Vilhena,SP,2023-06-25
CLI_00000342,70,X,21865.71,67.75,345.37,Goiania,SP,2021-05-09
CLI_00000343,18,F,16109.5,236.9,346.52,Goiania,MS,2024-05-28
CLI_00000344,80,X,3569.76,241.74,305.9,Cuiaba,MS,2024-01-03
CLI_00000345,25,X,9319.62,136.67,370.5,Cuiaba,SP,2020-04-11
CLI_00000346,57,X,1844.61,486.32,472.27,Vilhena,SP,2021-01-28
CLI_00000347,69,F,3275.31,612.79,372.33,Goiania,SP,2023-01-01
CLI_00000348,56,X,16767.4,313.44,0,Goiania,RO,2022-03-03
CLI_00000349,18,F,6209.47,529.48,376.1,Sao Paulo,GO,2022-09-22
CLI_00000350,35,X,24557.15,574.97,181.09,Campo Grande,RO,2022-12-16
CLI_00000351,20,X,8560.22,772.61,463.15,Sao Paulo,SP,2024-09-09
CLI_00000352,32,M,1415.16,475.76,276.66,Rondonopolis,SP,2021-11-08
CLI_00000353,67,F,23499.42,624.63,435.08,Campo Grande,RO,2021-05-20
CLI_00000354,62,X,4753.71,177.43,430.45,Rondonopolis,MS,2024-01-12
CLI_00000355,47,M,24579.48,498.94,209.61,Goiania,GO,2021-06-26
CLI_00000356,19,F,16908.67,15.44,196.0,Rondonopolis,GO,2022-01-08
CLI_00000357,64,M,22787.09,375.57,135.89,Cuiaba,SP,2020-05-23
CLI_00000358,71,F,6706.86,203.21,51.71,Goiania,SP,2022-08-07
CLI_00000359,36,M,21741.06,869.26,272.88,Sao Paulo,SP,2020-06-01
CLI_00000360,78,F,5046.03,682.77,548.85,Vilhena,GO,2021-10-02
CLI_00000361,42,X,9776.67,779.81,362.19,Campo Grande,SP,2020-02-05
CLI_00000362,17,F,22896.25,150.8,227.97,Rondonopolis,SP,2020-03-15
CLI_00000363,66,F,11058.0,642.16,223.53,Sao Paulo,MT,2024-04-07
CLI_00000364,17,F,4409.0,595.18,170.04,Vilhena,GO,2020-12-01
CLI_00000365,22,M,2736.45,110.35,684.01,Vilhena,GO,2020-03-08
CLI_00000366,34,X,18769.43,500.73,194.08,Cuiaba,RO,2022-08-03
CLI_00000367,60,F,21505.61,972.07,309.47,Rondonopolis,MS,2020-05-09
CLI_00000368,24,F,5875.43,47.86,357.37,Vilhena,SP,2022-01-11
CLI_00000369,21,X,11999.02,282.14,225.08,Rondonopolis,SP,2023-07-11
CLI_00000370,69,M,24355.89,387.08,434.76,Goiania,GO,2021-11-01
CLI_00000371,46,X,13125.02,988.64,215.86,Campo Grande,MS,2020-02-27
CLI_00000372,20,X,2378.34,694.19,72.31,Sao Paulo,GO,2024-11-11
CLI_00000373,74,X,1222.19,746.21,408.47,Vilhena,RO,2023-04-27
CLI_00000374,64,M,18149.72,393.52,157.36,Vilhena,SP,2024-11-22
CLI_00000375,57,F,16167.83,543.07,334.54,Sao Paulo,SP,2023-12-12
CLI_00000376,77,X,6465.13,142.09,503.64,Vilhena,SP,2024-04-17
CLI_00000377,37,M,6879.68,172.35,372.71,Rondonopolis,MT,2022-07-12
CLI_00000378,70,F,10958.62,702.62,150.11,Goiania,MT,2022-06-22
CLI_00000379,54,M,16961.26,275.01,258.95,Cuiaba,GO,2023-12-26
CLI_00000380,38,X,4767.16,680.18,457.82,Sao Paulo,GO,2024-11-08
CLI_00000381,63,X,9294.25,381.13,399.82,Vilhena,SP,2020-10-06
CLI_00000382,55,X,14162.91,916.92,311.19,Sao Paulo,MS,2022-08-03
CLI_00000383,79,F,6000.05,423.15,354.67,Sao Paulo,MT,2023-07-12
CLI_00000384,21,X,19123.68,969.78,99.25,Goiania,RO,2022-06-08
CLI_00000385,65,X,4281.48,618.56,590.19,Vilhena,SP,2020-11-07
CLI_00000386,58,F,3102.55,445.52,259.05,Goiania,RO,2023-08-21
CLI_00000387,19,F,15308.08,462.54,21.1,Goiania,GO,2021-02-15
CLI_00000388,66,M,4419.69,752.8,367.55,Cuiaba,MS,2021-07-18
CLI_00000389,21,X,8196.75,330.15,173.41,Cuiaba,MS,2020-10-27
CLI_00000390,17,F,13027.25,848.15,408.14,Campo Grande,RO,2023-01-27
CLI_00000391,41,X,9187.01,863.0,63.35,Vilhena,MS,2023-01-28
CLI_00000392,34,M,9157.19,518.22,222.49,Cuiaba,MS,2024-05-17
CLI_00000393,49,F,8650.36,255.02,420.75,Vilhena,GO,2020-05-10
CLI_00000394,47,M,20286.93,856.64,151.93,Sao Paulo,SP,2021-03-02
CLI_00000395,42,X,16723.62,932.45,168.99,Campo Grande,SP,2022-04-15
CLI_00000396,22,X,8679.55,533.08,103.73,Goiania,RO,2022-01-09
CLI_00000397,44,M,8138.52,710.56,365.02,Goiania,GO,2023-04-07
CLI_00000398,23,F,11522.55,639.27,109.94,Cuiaba,MS,2020-10-16
CLI_00000399,39,F,23153.08,561.06,355.17,Rondonopolis,SP,2021-09-27
CLI_00000400,36,F,19705.59,715.31,132.7,Vilhena,MT,2023-02-07
CLI_00000401,27,F,11069.65,658.88,284.45,Rondonopolis,GO,2021-01-23
CLI_00000402,33,F,5011.43,446.31,625.73,Campo Grande,RO,2022-12-18
CLI_00000403,35,M,22903.31,324.39,346.73,Rondonopolis,MS,2023-01-11
CLI_00000404,64,F,16450.64,223.36,227.68,Vilhena,MT,2021-08-05
CLI_00000405,39,M,9129.72,401.37,435.55,Rondonopolis,MS,2024-09-03
CLI_00000406,53,M,9481.18,750.37,333.73,Goiania,MT,2021-08-09
CLI_00000407,54,X,15097.05,756.25,350.93,Campo Grande,RO,2022-01-19
CLI_00000408,28,F,9394.31,944.4,461.29,Rondonopolis,SP,2020-03-11
CLI_00000409,60,M,12648.77,329.56,252.52,Sao Paulo,MT,2024-08-04
CLI_00000410,30,F,15375.18,461.4,354.51,Cuiaba,MT,2024-10-04
CLI_00000411,68,X,17776.85,415.33,331.11,Rondonopolis,MS,2022-03-22
CLI_00000412,27,M,1317.85,644.76,249.01,Goiania,SP,2021-05-04
CLI_00000413,29,F,3986.29,496.13,226.88,Goiania,MS,2021-10-18
CLI_00000414,21,X,7298.2,949.4,283.18,Sao Paulo,GO,2024-04-05
CLI_00000415,46,X,21942.35,501.8,320.23,Cuiaba,GO,2024-04-23
CLI_00000416,45,F,19051.0,153.66,283.39,Sao Paulo,MT,2023-07-20
CLI_00000417,30,M,14761.52,120.75,245.87,Campo Grande,RO,2024-12-27
CLI_00000418,23,F,2938.67,337.3,209.92,Cuiaba,MT,2021-10-25
CLI_00000419,38,M,9341.31,810.55,0,Cuiaba,SP,2023-07-02
CLI_00000420,27,F,4723.94,511.4,380.33,Campo Grande,MS,2022-03-07
CLI_00000421,41,F,17527.66,708.6,310.34,Goiania,MT,2023-09-25
CLI_00000422,58,F,19084.78,636.39,304.62,Campo Grande,MT,2022-07-03
CLI_00000423,60,X,5061.01,965.75,184.17,Campo Grande,SP,2022-01-24
CLI_00000424,75,X,15251.08,435.32,80.51,Rondonopolis,RO,2022-12-19
CLI_00000425,30,F,24249.35,787.48,296.39,Campo Grande,MS,2021-10-15
CLI_00000426,46,M,14885.09,933.25,586.35,Rondonopolis,MT,2023-11-26
CLI_00000427,66,X,17451.98,941.71,370.19,Cuiaba,MS,2022-11-20
CLI_00000428,70,M,1306.99,489.05,163.87,Cuiaba,MT,2023-07-14
CLI_00000429,54,M,4670.76,545.4,430.1,Goiania,RO,2020-05-11
CLI_00000430,27,M,5657.47,889.56,374.86,Goiania,RO,2021-02-07
CLI_00000431,21,M,20785.88,184.11,249.23,Sao Paulo,MS,2021-06-27
CLI_00000432,66,M,13092.37,955.78,673.85,Vilhena,RO,2021-03-13
CLI_00000433,17,F,21513.11,103.74,305.02,Rondonopolis,SP,2022-11-04
CLI_00000434,64,F,23300.96,893.8,493.55,Rondonopolis,GO,2020-09-20
CLI_00000435,58,M,7539.0,295.83,219.67,Rondonopolis,GO,2024-11-02
CLI_00000436,79,M,9856.6,976.2,521.68,Cuiaba,MT,2024-07-15
CLI_00000437,55,X,22408.4,728.86,299.95,Sao Paulo,GO,2021-01-09
CLI_00000438,34,F,15183.64,576.77,259.9,Cuiaba,GO,2021-12-19
CLI_00000439,51,X,19346.36,291.17,149.29,Goiania,MT,2023-08-23
CLI_00000440,62,X,22687.69,324.2,256.95,Vilhena,GO,2020-09-12
CLI_00000441,33,F,13480.63,877.39,428.8,Campo Grande,SP,2020-10-10
CLI_00000442,65,M,24098.59,187.15,509.15,Sao Paulo,GO,2021-10-11
CLI_00000443,72,M,3780.59,260.21,183.62,Goiania,SP,2020-04-20
CLI_00000444,73,X,21123.17,637.11,391.48,Sao Paulo,MT,2021-05-25
CLI_00000445,76,X,14498.13,670.6,301.99,Sao Paulo,GO,2024-05-28
CLI_00000446,31,M,11901.85,11.75,179.62,Vilhena,RO,2022-06-20
CLI_00000447,62,M,24535.59,885.89,347.94,Vilhena,GO,2020-05-06
CLI_00000448,38,X,16287.05,692.02,252.42,Goiania,GO,2022-07-13
CLI_00000449,79,M,9523.37,185.74,427.87,Vilhena,GO,2022-03-07
CLI_00000450,59,X,2769.61,413.21,166.59,Vilhena,MT,2024-11-08
CLI_00000451,71,M,6291.7,728.75,349.66,Campo Grande,MS,2021-11-28
CLI_00000452,46,X,4173.61,282.61,79.22,Cuiaba,GO,2022-03-21
CLI_00000453,65,X,22531.08,712.02,327.56,Vilhena,SP,2024-04-08
CLI_00000454,55,F,9761.85,568.99,97.46,Cuiaba,SP,2020-12-17
CLI_00000455,25,F,21158.57,325.14,511.25,Campo Grande,GO,2022-09-02
CLI_00000456,73,X,14406.9,807.38,304.55,Cuiaba,RO,2023-02-16
CLI_00000457,44,M,16180.89,340.1,205.21,Campo Grande,RO,2021-05-27
CLI_00000458,19,F,19718.53,28.37,469.8,Vilhena,SP,2023-06-03
CLI_00000459,51,X,3330.57,112.38,12.19,Goiania,MS,2020-06-18
CLI_00000460,58,X,24672.81,71.38,537.16,Goiania,RO,2021-07-15
CLI_00000461,74,F,9331.98,189.91,199.82,Campo Grande,MT,2024-01-15
CLI_00000462,41,X,18884.97,773.32,370.06,Campo Grande,RO,2022-12-26
CLI_00000463,18,X,18396.29,719.51,393.98,Cuiaba,RO,2022-09-12
CLI_00000464,36,X,16247.03,991.47,339.09,Sao Paulo,MT,2020-12-06
CLI_00000465,61,M,22595.83,804.48,233.12,Cuiaba,MS,2022-08-16
CLI_00000466,26,M,20115.05,476.24,319.4,Campo Grande,MT,2024-10-09
CLI_00000467,65,F,9620.82,656.33,390.78,Sao Paulo,RO,2023-12-24
CLI_00000468,65,F,20522.49,841.37,262.41,Campo Grande,MS,2020-02-07
CLI_00000469,64,F,1417.16,830.31,337.6,Cuiaba,MS,2024-09-03
CLI_00000470,57,M,16065.02,885.31,136.83,Goiania,MS,2020-04-07
CLI_00000471,61,M,22158.19,98.06,559.45,Goiania,GO,2024-10-21
CLI_00000472,72,F,14769.81,719.19,48.89,Goiania,MS,2023-11-22
CLI_00000473,46,X,16659.0,692.03,218.36,Goiania,RO,2023-02-23
CLI_00000474,46,F,1316.62,566.08,314.66,Rondonopolis,MS,2020-04-04
CLI_00000475,41,F,2105.96,48.68,320.78,Campo Grande,MT,2024-11-19
CLI_00000476,68,M,2183.49,467.92,645.94,Goiania,MT,2020-03-05
CLI_00000477,36,X,13388.61,105.8,372.47,Cuiaba,MT,2020-09-21
CLI_00000478,26,X,14566.65,612.81,0,Vilhena,MT,2020-11-18
CLI_00000479,53,M,10647.62,7.63,298.96,Vilhena,GO,2021-02-23
CLI_00000480,42,X,11411.34,110.4,266.9,Cuiaba,RO,2024-06-22
CLI_00000481,28,F,18578.13,849.73,340.18,Sao Paulo,SP,2022-05-25
CLI_00000482,53,F,12960.43,576.24,243.45,Sao Paulo,MS,2020-02-03
CLI_00000483,21,F,17452.47,767.36,333.3,Goiania,RO,2024-11-07
CLI_00000484,26,F,21125.08,716.67,444.2,Cuiaba,MS,2023-01-06
CLI_00000485,53,M,7280.01,134.14,368.1,Cuiaba,SP,2023-02-06
CLI_00000486,72,F,24544.81,654.02,17.8,Goiania,RO,2022-05-26
CLI_00000487,47,F,11015.5,20.93,337.68,Sao Paulo,MT,2021-06-26
CLI_00000488,26,X,5039.06,35.38,610.5,Sao Paulo,GO,2022-06-03
CLI_00000489,31,M,5034.51,530.92,190.31,Goiania,RO,2020-11-07
CLI_00000490,43,M,19170.7,885.66,149.15,Rondonopolis,SP,2023-12-04
CLI_00000491,38,X,11624.21,686.88,209.51,Goiania,MS,2022-05-01
CLI_00000492,27,X,21816.56,641.14,68.73,Vilhena,RO,2021-11-03
CLI_00000493,24,X,10508.91,77.94,276.25,Cuiaba,SP,2020-03-18
CLI_00000494,30,X,12949.89,969.54,115.72,Rondonopolis,SP,2023-03-04
CLI_00000495,48,M,10595.8,696.77,509.65,Cuiaba,GO,2022-06-27
CLI_00000496,42,F,10433.99,784.5,700.32,Cuiaba,MS,2022-11-11
CLI_00000497,51,X,1433.37,189.95,372.73,Rondonopolis,RO,2022-11-09
CLI_00000498,39,F,4619.09,97.1,250.5,Cuiaba,GO,2022-11-03
CLI_00000499,44,F,2742.22,14.82,347.56,Sao Paulo,SP,2024-12-06
CLI_00000500,33,M,19953.9,251.65,236.69,Sao Paulo,MS,2024-11-04
CLI_00000501,47,F,7989.65,380.77,309.91,Campo Grande,MS,2023-06-08
CLI_00000502,76,M,21897.92,50.57,193.64,Rondonopolis,GO,2022-04-10
CLI_00000503,19,M,11632.6,115.84,70.93,Cuiaba,GO,2020-08-16
CLI_00000504,38,F,11334.72,60.71,358.89,Campo Grande,MT,2022-06-15
CLI_00000505,76,F,23490.8,554.79,395.83,Rondonopolis,MS,2024-10-28
CLI_00000506,64,F,2625.65,431.85,346.22,Cuiaba,MS,2024-03-17
CLI_00000507,56,F,3615.69,477.35,0,Rondonopolis,MS,2020-08-21
CLI_00000508,56,F,6086.93,662.93,371.35,Sao Paulo,MT,2020-12-16
CLI_00000509,77,M,5483.35,10.88,196.73,Cuiaba,GO,2020-09-21
CLI_00000510,45,M,17013.95,139.3,152.13,Sao Paulo,MS,2023-06-24
CLI_00000511,21,M,16823.68,650.82,291.73,Goiania,MT,2023-04-28
CLI_00000512,20,M,11648.57,140.48,274.67,Campo Grande,SP,2022-10-07
CLI_00000513,24,M,1795.62,165.18,190.04,Cuiaba,GO,2022-09-28
CLI_00000514,78,X,24806.09,621.22,433.05,Campo Grande,MS,2023-04-10
CLI_00000515,74,M,6585.52,961.21,233.16,Sao Paulo,GO,2020-10-12
CLI_00000516,36,F,20907.06,0.16,438.01,Vilhena,SP,2024-08-16
CLI_00000517,65,F,7413.54,562.1,276.73,Campo Grande,RO,2021-10-11
CLI_00000518,23,F,6776.58,167.5,453.83,Vilhena,GO,2023-05-19
CLI_00000519,44,F,23974.99,268.93,443.46,Cuiaba,GO,2020-01-10
CLI_00000520,25,M,19132.49,175.17,245.29,Campo Grande,GO,2020-09-13
CLI_00000521,54,X,16751.24,512.8,383.36,Rondonopolis,RO,2024-11-26
CLI_00000522,63,X,24104.53,192.68,374.99,Cuiaba,RO,2022-10-13
CLI_00000523,39,X,23966.76,643.48,0,Sao Paulo,MT,2020-10-22
CLI_00000524,76,F,17196.2,799.6,497.03,Cuiaba,GO,2023-06-22
CLI_00000525,39,M,24012.03,785.69,317.07,Campo Grande,RO,2023-07-05
CLI_00000526,45,M,18699.37,359.68,458.29,Rondonopolis,GO,2022-03-08
CLI_00000527,43,M,3891.71,509.88,455.29,Rondonopolis,MT,2023-10-15
CLI_00000528,58,X,14121.61,345.1,162.33,Goiania,SP,2021-08-23
CLI_00000529,18,X,17287.92,160.94,37.41,Sao Paulo,RO,2021-11-08
CLI_00000530,41,M,19435.35,300.85,580.67,Sao Paulo,MS,2020-10-15
CLI_00000531,21,F,22550.61,595.51,136.12,Cuiaba,MT,2020-03-03
CLI_00000532,47,F,5331.36,174.54,400.77,Rondonopolis,MS,2020-01-04
CLI_00000533,26,F,24285.06,148.62,206.83,Sao Paulo,SP,2023-12-16
CLI_00000534,49,M,2508.53,83.93,456.74,Campo Grande,SP,2020-02-20
CLI_00000535,22,X,24370.73,131.77,390.5,Vilhena,GO,2021-04-20
CLI_00000536,22,F,21166.65,422.82,201.3,Sao Paulo,MT,2021-05-26
CLI_00000537,25,M,3442.18,586.22,384.83,Goiania,MS,2024-02-27
CLI_00000538,76,X,11564.22,13.15,519.46,Vilhena,MS,2020-11-15
CLI_00000539,46,M,13131.01,521.85,274.7,Campo Grande,MT,2021-09-10
CLI_00000540,43,X,18285.44,454.24,344.78,Campo Grande,MS,2021-05-22
CLI_00000541,49,F,4944.83,226.31,337.53,Rondonopolis,SP,2023-06-17
CLI_00000542,55,F,19636.15,315.5,21.54,Sao Paulo,MT,2022-09-08
CLI_00000543,35,F,23373.65,877.28,203.3,Cuiaba,RO,2024-06-22
CLI_00000544,76,X,8596.31,74.94,323.69,Rondonopolis,MT,2024-07-14
CLI_00000545,77,F,7211.91,668.53,323.08,Goiania,GO,2022-09-15
CLI_00000546,56,X,2415.07,769.15,429.25,Cuiaba,SP,2021-01-28
CLI_00000547,32,F,12287.66,619.35,282.54,Rondonopolis,SP,2023-09-03
CLI_00000548,34,M,17799.23,715.87,353.76,Rondonopolis,MT,2020-05-25
CLI_00000549,33,X,3735.87,70.64,395.09,Goiania,MS,2021-03-13
CLI_00000550,70,X,9245.17,123.27,458.47,Campo Grande,GO,2024-02-03
CLI_00000551,49,X,23566.72,720.19,218.6,Campo Grande,RO,2022-08-13
CLI_00000552,41,X,19939.95,749.0,370.21,Goiania,MT,2024-06-26
CLI_00000553,47,F,7272.74,469.21,384.91,Vilhena,SP,2022-03-24
CLI_00000554,59,X,5663.05,418.42,294.96,Cuiaba,MS,2024-06-01
CLI_00000555,48,X,2136.76,37.52,407.88,Sao Paulo,SP,2022-05-12
CLI_00000556,61,M,10202.18,110.24,298.37,Campo Grande,MT,2023-11-25
CLI_00000557,47,X,20339.37,990.64,265.44,Sao Paulo,SP,2024-11-11
CLI_00000558,64,M,21184.92,133.59,50.86,Vilhena,SP,2020-06-28
CLI_00000559,38,M,22116.43,139.09,529.3,Rondonopolis,RO,2020-09-15
CLI_00000560,59,M,19833.22,782.24,206.29,Campo Grande,SP,2022-04-03
CLI_00000561,28,F,8985.84,25.99,331.04,Cuiaba,RO,2020-08-24
CLI_00000562,22,F,21665.77,640.07,196.91,Sao Paulo,GO,2023-05-21
CLI_00000563,76,M,22612.02,733.74,184.91,Vilhena,MT,2024-10-27
CLI_00000564,24,M,11818.04,11.8,582.75,Rondonopolis,MS,2021-04-12
CLI_00000565,62,X,17762.53,124.86,334.32,Vilhena,RO,2023-01-23
CLI_00000566,32,M,24969.69,183.81,279.51,Sao Paulo,RO,2022-02-08
CLI_00000567,23,F,9928.05,942.14,293.14,Rondonopolis,MT,2023-04-11
CLI_00000568,54,M,13469.87,972.49,212.38,Goiania,RO,2024-01-22
CLI_00000569,34,X,23968.61,999.96,52.31,Campo Grande,MT,2024-02-28
CLI_00000570,62,F,23190.79,207.39,199.95,Cuiaba,RO,2021-09-15
CLI_00000571,35,X,6278.43,153.21,265.49,Campo Grande,RO,2022-10-09
CLI_00000572,45,M,6351.12,628.48,314.1,Cuiaba,MT,2020-06-23
CLI_00000573,37,X,19830.31,538.57,331.3,Campo Grande,RO,2021-04-19
CLI_00000574,30,X,12203.96,594.17,576.89,Campo Grande,SP,2023-09-02
CLI_00000575,78,F,11734.49,86.34,542.59,Rondonopolis,GO,2021-06-15
CLI_00000576,37,X,6351.46,543.02,413.47,Goiania,MS,2021-04-06
CLI_00000577,68,M,15913.41,303.19,355.36,Cuiaba,MS,2021-10-11
CLI_00000578,31,X,8247.98,417.64,389.61,Goiania,RO,2023-08-09
CLI_00000579,76,X,5911.34,591.97,356.13,Cuiaba,SP,2023-02-13
CLI_00000580,28,M,18670.42,335.57,372.04,Rondonopolis,GO,2021-08-28
CLI_00000581,16,F,21418.07,728.46,170.92,Rondonopolis,GO,2023-10-10
CLI_00000582,36,X,16727.02,746.6,467.55,Cuiaba,MS,2022-11-28
CLI_00000583,67,M,15242.59,677.25,106.41,Vilhena,RO,2023-11-06
CLI_00000584,52,F,4436.42,904.42,604.8,Cuiaba,RO,2022-08-15
CLI_00000585,79,M,9850.05,895.15,191.51,Sao Paulo,GO,2020-06-09
CLI_00000586,65,X,15697.73,785.96,449.65,Sao Paulo,MT,2022-07-03
CLI_00000587,62,X,14026.83,275.82,162.24,Campo Grande,GO,2020-02-07
CLI_00000588,42,F,18733.98,140.58,541.98,Sao Paulo,MS,2021-01-14
CLI_00000589,49,F,18655.38,720.14,607.32,Vilhena,RO,2020-03-14
CLI_00000590,40,F,19003.59,858.61,105.86,Goiania,GO,2020-11-28
CLI_00000591,38,X,4206.37,301.7,376.61,Cuiaba,MT,2022-12-23
CLI_00000592,37,F,12228.08,107.11,344.73,Campo Grande,RO,2022-11-07
CLI_00000593,62,F,24500.41,434.46,211.25,Campo Grande,GO,2020-11-23
CLI_00000594,38,F,5481.59,152.24,372.58,Sao Paulo,MT,2023-09-20
CLI_00000595,20,M,14226.41,884.41,460.67,Cuiaba,RO,2022-11-13
CLI_00000596,34,F,22973.08,560.82,313.97,Campo Grande,GO,2021-12-13
CLI_00000597,36,X,16578.05,500.31,506.4,Cuiaba,SP,2023-12-22
CLI_00000598,40,X,10256.47,662.69,191.21,Sao Paulo,GO,2024-10-06
CLI_00000599,56,M,5742.54,993.51,353.81,Vilhena,MT,2024-12-11
CLI_00000600,56,X,19229.81,262.29,514.95,Vilhena,SP,2021-10-28
CLI_00000601,78,M,21631.3,988.76,18.61,Cuiaba,MS,2023-02-19
CLI_00000602,69,M,15159.23,427.28,314.08,Cuiaba,MT,2024-03-04
CLI_00000603,64,M,22061.0,606.15,14.78,Sao Paulo,MT,2023-11-12
CLI_00000604,28,F,12953.78,721.8,422.65,Campo Grande,MT,2022-05-26
CLI_00000605,63,F,23094.65,943.08,458.23,Vilhena,SP,2023-11-28
CLI_00000606,56,M,17465.57,697.37,297.91,Cuiaba,MT,2021-11-10
CLI_00000607,22,X,24721.19,540.95,295.2,Rondonopolis,GO,2021-05-27
CLI_00000608,80,F,11786.78,25.57,220.61,Cuiaba,MT,2021-08-20
CLI_00000609,76,X,3115.95,291.0,409.99,Campo Grande,MT,2021-09-09
CLI_00000610,59,F,5098.31,929.91,126.41,Goiania,MS,2022-05-02
CLI_00000611,44,F,22773.19,612.86,553.37,Rondonopolis,GO,2024-10-28
CLI_00000612,72,F,3540.37,913.75,253.42,Sao Paulo,MT,2023-04-21
CLI_00000613,75,M,20785.45,962.0,378.6,Rondonopolis,MT,2024-06-13
CLI_00000614,37,F,22593.38,469.57,258.84,Sao Paulo,RO,2022-02-18
CLI_00000615,79,X,9018.12,342.8,421.07,Cuiaba,MS,2023-10-10
CLI_00000616,58,M,14950.49,178.21,382.66,Cuiaba,SP,2021-08-04
CLI_00000617,52,M,16181.63,563.02,516.18,Sao Paulo,GO,2021-09-28
CLI_00000618,38,M,5682.43,190.42,227.09,Sao Paulo,MS,2024-02-14
CLI_00000619,17,F,14365.21,205.77,224.86,Campo Grande,MT,2022-02-07
CLI_00000620,16,M,2371.93,426.55,296.47,Sao Paulo,SP,2024-12-01
CLI_00000621,69,M,22680.21,589.51,310.96,Campo Grande,MS,2021-02-07
CLI_00000622,31,M,15134.26,739.67,278.28,Sao Paulo,GO,2023-12-01
CLI_00000623,24,X,20963.8,981.22,490.91,Sao Paulo,RO,2021-07-12
CLI_00000624,18,F,24855.76,993.58,458.95,Vilhena,RO,2023-03-12
CLI_00000625,62,X,4374.86,919.11,171.35,Campo Grande,MS,2021-03-04
CLI_00000626,31,F,8560.98,567.11,436.89,Cuiaba,RO,2023-07-15
CLI_00000627,17,X,2582.63,422.66,320.97,Campo Grande,SP,2021-02-27
CLI_00000628,77,X,10423.06,335.52,551.38,Cuiaba,MS,2020-08-17
CLI_00000629,46,F,15576.05,180.91,356.29,Sao Paulo,MT,2022-11-03
CLI_00000630,70,M,2965.68,778.98,326.27,Goiania,MS,2021-03-10
CLI_00000631,71,M,23370.05,106.16,0,Vilhena,MT,2023-02-28
CLI_00000632,36,X,20006.34,284.91,270.72,Cuiaba,SP,2020-02-17
CLI_00000633,40,X,10825.41,228.92,329.25,Goiania,MT,2021-08-01
CLI_00000634,44,X,10681.25,198.38,412.39,Cuiaba,RO,2022-06-11
CLI_00000635,47,M,16942.02,330.18,451.32,Goiania,MT,2021-02-03
CLI_00000636,23,X,5767.31,263.14,336.73,Rondonopolis,MT,2023-09-22
CLI_00000637,78,M,5817.65,669.82,27.26,Sao Paulo,MT,2024-08-05
CLI_00000638,34,F,12711.49,127.05,307.53,Rondonopolis,MT,2021-10-24
CLI_00000639,21,X,20011.84,74.9,335.51,Campo Grande,RO,2022-06-06
CLI_00000640,62,M,18150.75,276.93,194.69,Goiania,GO,2021-01-05
CLI_00000641,27,X,18481.43,864.72,243.07,Sao Paulo,MT,2020-07-03
CLI_00000642,44,F,4841.51,874.1,233.99,Cuiaba,SP,2024-06-28
CLI_00000643,72,X,19884.18,839.36,173.29,Campo Grande,GO,2022-03-12
CLI_00000644,61,X,14506.53,989.79,273.19,Vilhena,SP,2024-03-17
CLI_00000645,18,M,11427.72,597.79,420.29,Cuiaba,GO,2022-09-16
CLI_00000646,47,X,23229.42,510.83,333.81,Goiania,RO,2022-05-13
CLI_00000647,20,M,12685.3,731.11,337.99,Sao Paulo,SP,2023-06-03
CLI_00000648,62,X,16768.85,826.03,460.08,Goiania,SP,2022-12-01
CLI_00000649,50,X,2648.72,360.61,675.68,Vilhena,SP,2021-06-11
CLI_00000650,76,F,18327.64,737.04,377.46,Campo Grande,GO,2020-06-07
CLI_00000651,50,M,2228.82,131.14,217.02,Goiania,SP,2023-03-11
CLI_00000652,35,X,5564.16,157.8,432.8,Sao Paulo,MT,2021-06-02
CLI_00000653,38,F,11367.91,192.3,320.69,Cuiaba,MT,2022-08-17
CLI_00000654,66,X,24723.31,986.8,156.14,Goiania,GO,2021-07-26
CLI_00000655,17,X,10048.04,761.25,187.31,Vilhena,MS,2021-01-19
CLI_00000656,45,M,3540.17,708.14,496.26,Campo Grande,MS,2023-10-25
CLI_00000657,57,F,2066.23,325.33,174.6,Vilhena,GO,2020-04-07
CLI_00000658,72,M,24837.56,915.15,139.6,Cuiaba,MS,2020-06-13
CLI_00000659,46,X,21586.64,243.57,175.41,Cuiaba,RO,2024-05-09
CLI_00000660,76,X,12603.75,987.01,223.93,Cuiaba,GO,2023-04-20
CLI_00000661,38,X,21243.47,548.35,95.76,Cuiaba,SP,2023-02-10
CLI_00000662,75,F,17697.13,67.48,475.02,Cuiaba,MS,2022-01-14
CLI_00000663,68,X,12042.37,919.12,217.05,Rondonopolis,MS,2020-09-17
CLI_00000664,79,F,10049.15,861.2,417.47,Campo Grande,MS,2023-06-28
CLI_00000665,58,X,15832.72,563.35,286.65,Rondonopolis,SP,2020-06-22
